,house_name,total_price,unit_price,unit_price_desc,type,location1,area,total_price_min,total_price_max,area_min,area_max
746,融创富春壹号院,,,,别墅,富阳,,,,,
747,融创东麟府,,,,住宅,萧山,建面 145㎡,,,145.0,145.0
748,融创金成江南府,总价371(万/套),28000.0, 元/㎡(均价),住宅,余杭,建面 147㎡,371.0,371.0,147.0,147.0
749,融创望海潮,,,,住宅,萧山,建面 145㎡,,,145.0,145.0
750,金沙世纪大厦,,,,商业,钱塘区,,,,,
751,中巢起梦公园,,,,商业类,余杭,,,,,
752,阳光城翡丽公园,,,,住宅,萧山,建面 89-108㎡,,,89.0,108.0
753,大都尚澜,200,, (万/套)(总价),住宅,临平区,建面 90㎡,200.0,200.0,90.0,90.0
754,云溪新语,,,,商业类,西湖,,,,,
755,融创宜和园,,,,住宅,拱墅,建面 155-193㎡,,,155.0,193.0
756,信达滨江壹品,,,,住宅,上城,建面 210㎡,,,210.0,210.0
757,龙湖郦城公馆,,,,商业类,滨江,,,,,
758,荣安翡翠半岛,,,,住宅,临平区,,,,,
759,凤起潮鸣,,,,住宅,拱墅,,,,,
760,海上明月澜庭,,,,住宅,萧山,,,,,
761,招商武林郡,,,,住宅,上城,建面 89-129㎡,,,89.0,129.0
762,滨江保利翡翠海岸,,,,住宅,上城,建面 131-219㎡,,,131.0,219.0
763,绿城建发沁园,,,,住宅,西湖,建面 160-165㎡,,,160.0,165.0
764,滨江春盛大江名筑,,15500.0, 元/㎡(均价),别墅,钱塘区,建面 252㎡,,,252.0,252.0
765,绿都云和湖,,,,住宅,西湖,建面 89-128㎡,,,89.0,128.0
766,雨润星雨华府,,,,住宅,临安,建面 89-114㎡,,,89.0,114.0
767,中粮梦栖祥云,,,,住宅,余杭,建面 89-142㎡,,,89.0,142.0
768,招商越秀公园1872,总价525(万/套),42310.0, 元/㎡(均价),住宅,上城,建面 114-158㎡,525.0,525.0,114.0,158.0
769,中海钱江湾,总价760(万/套),47000.0, 元/㎡(均价),住宅,上城,建面 138㎡,760.0,760.0,138.0,138.0
770,阳光城未来悦MAX,,,,住宅,余杭,建面 90-160㎡,,,90.0,160.0
771,和家园雍园,,,,住宅,西湖,建面 167-240㎡,,,167.0,240.0
772,龙湖天璞,,,,住宅,萧山,,,,,
773,钱江彩虹府,,,,住宅,西湖,,,,,
774,佳源湘湖印象,总价609(万/套),32064.0, 元/㎡(均价),别墅,萧山,建面 202㎡,609.0,609.0,202.0,202.0
775,汇高栢悦中心,,,,住宅,临平区,,,,,
776,旭辉宝龙东湖城,,,,住宅,钱塘区,建面 83-139㎡,,,83.0,139.0
777,旭辉宝龙东湖城,,,,别墅,钱塘区,建面 139-169㎡,,,139.0,169.0
778,都会艺境,,,,住宅,萧山,,,,,
779,绿城九龙仓桂语江南,,,,住宅,萧山,,,,,
780,海威新界,,,,商业类,滨江,,,,,
781,保亿绿城奥邸国际,总价670(万/套),45000.0, 元/㎡(均价),商业类,萧山,建面 149-222㎡,670.0,670.0,149.0,222.0
782,中旅名门府,465,, (万/套)(总价),住宅,萧山,建面 139-169㎡,465.0,465.0,139.0,169.0
783,阳光城檀悦,,,,住宅,萧山,,,,,
784,金辉贤林信步,,,,住宅,余杭,,,,,
785,旭辉和昌都会山,,,,商业类,萧山,,,,,
786,中赢云际,总价235(万/套),46000.0, 元/㎡(均价),商业类,滨江,建面 50-57㎡,235.0,235.0,50.0,57.0
787,迪凯城星国际,,47000.0, 元/㎡(均价),写字楼,上城,,,,,
788,中旅紫金名门,,,,商业,西湖,,,,,
789,都会艺境,,30000.0, 元/㎡(均价),商业,萧山,,,,,
790,都会艺境,,33500.0, 元/㎡(均价),商业类,萧山,,,,,
791,远洋雁归里,,,,住宅,萧山,,,,,
792,保亿中心,,30000.0, 元/㎡(均价),写字楼,萧山,,,,,
793,中天珺府,总价235(万/套),23380.0, 元/㎡(均价),住宅,临安,建面 100㎡,235.0,235.0,100.0,100.0
794,通策状元府,,,,商业类,临安,,,,,
795,德信大江源著,,,,别墅,钱塘区,,,,,
796,杭州壹号院,总价822(万/套),48100.0, 元/㎡(均价),住宅,滨江,建面 267-333㎡,822.0,822.0,267.0,333.0
797,佳源湘湖印象,总价179(万/套),20000.0, 元/㎡(均价),住宅,萧山,建面 86-128㎡,179.0,179.0,86.0,128.0
798,融创微风之城,总价107(万/套),11800.0, 元/㎡(均价),住宅,富阳,建面 91㎡,107.0,107.0,91.0,91.0
799,融创金成十锦台,总价214(万/套),20000.0, 元/㎡(均价),住宅,临安,建面 125-138㎡,214.0,214.0,125.0,138.0
800,东原印未来,,,,住宅,余杭,,,,,
801,英冠乐创城,,,,写字楼,萧山,,,,,
802,杭州中央车站广场,总价252(万/套),35000.0, 元/㎡(均价),商业类,上城,建面 65㎡,252.0,252.0,65.0,65.0
803,保利融信大国璟,,,,别墅,萧山,,,,,
804,宋都新宸悦府,,,,住宅,钱塘区,,,,,
805,苕溪壹号,总价290(万/套),21500.0, 元/㎡(均价),住宅,临安,建面 143㎡,290.0,290.0,143.0,143.0
806,宋都江宸府,,,,住宅,富阳,,,,,
807,富力西溪悦居,,,,商业,余杭,,,,,
808,保利中心,总价4428(万/套),29000.0, 元/㎡(均价),写字楼,上城,,4428.0,4428.0,,
809,南北盛德国际,,,,写字楼,余杭,,,,,
810,众安学君里,,,,商业,余杭,,,,,
811,旭辉东原吴越府,总价216(万/套),16000.0, 元/㎡(均价),别墅,临安,建面 165-186㎡,216.0,216.0,165.0,186.0
812,万固观澜府,195,, (万/套)(总价),住宅,建德,建面 98-154㎡,195.0,195.0,98.0,154.0
813,临平芳满庭,,,,商业类,临平区,,,,,
814,星南站,总价102(万/套),27500.0, 元/㎡(均价),商业类,萧山,建面 35-39㎡,102.0,102.0,35.0,39.0
815,居艺空间,总价220(万/套),35000.0, 元/㎡(均价),商业,钱塘区,,220.0,220.0,,
816,大江东宝龙广场,,15000.0, 元/㎡(均价),别墅,钱塘区,,,,,
817,西溪永乐城,总价127(万/套),21000.0, 元/㎡(均价),商业类,余杭,建面 40-55㎡,127.0,127.0,40.0,55.0
818,海威新界,,,,商业,滨江,,,,,
819,运河公馆,总价172(万/套),30000.0, 元/㎡(均价),商业,拱墅,,172.0,172.0,,
820,运河公馆,,,,商业类,拱墅,建面 60-120㎡,,,60.0,120.0
821,绿城桃源小镇,总价976(万/套),43000.0, 元/㎡(均价),别墅,余杭,建面 208-236㎡,976.0,976.0,208.0,236.0
822,绿城雄凯国际,总价145(万/套),37000.0, 元/㎡(均价),商业类,萧山,建面 40㎡,145.0,145.0,40.0,40.0
823,龙湖西溪天街,,,,商业类,西湖,建面 38-68㎡,,,38.0,68.0
824,理想世纪金座,总价127(万/套),26000.0, 元/㎡(均价),商业类,临平区,建面 49-72㎡,127.0,127.0,49.0,72.0
825,新城璟隽公馆,总价350(万/套),32000.0, 元/㎡(均价),住宅,萧山,建面 89-129㎡,350.0,350.0,89.0,129.0
826,联发藏珑玉墅,,,,住宅,余杭,建面 89-127㎡,,,89.0,127.0
827,联发藏珑玉墅,,,,别墅,余杭,建面 140-175㎡,,,140.0,175.0
828,北大资源颐和江南,314,, (万/套)(总价),住宅,余杭,建面 89-136㎡,314.0,314.0,89.0,136.0
829,滨江江南名府,总价290(万/套),31000.0, 元/㎡(均价),住宅,萧山,建面 90-115㎡,290.0,290.0,90.0,115.0
830,保亿绿城奥邸国际,1400,, (万/套)(总价),商业,萧山,,1400.0,1400.0,,
831,蒲公英天地,总价280(万/套),26000.0, 元/㎡(均价),商业,钱塘区,,280.0,280.0,,
832,青枫墅园,总价1400(万/套),33333.0, 元/㎡(均价),别墅,余杭,建面 459㎡,1400.0,1400.0,459.0,459.0
833,和昌云栖玖著,,,,住宅,富阳,建面 89-121㎡,,,89.0,121.0
834,新西湖小镇,,,,住宅,余杭,建面 119-175㎡,,,119.0,175.0
835,南岸晶都花园,950,, (万/套)(总价),商业,滨江,,950.0,950.0,,
836,旭辉珺悦府,,,,底商,萧山,,,,,
837,朝阳银座,总价200(万/套),13000.0, 元/㎡(均价),底商,萧山,,200.0,200.0,,
838,保利融信大国璟,,,,底商,萧山,,,,,
839,融创微风之城,总价308(万/套),18000.0, 元/㎡(均价),别墅,富阳,建面 146㎡,308.0,308.0,146.0,146.0
840,茂宸金座,总价240(万/套),40000.0, 元/㎡(均价),商业类,上城,建面 58-135㎡,240.0,240.0,58.0,135.0
841,奥克斯缔逸城,总价371(万/套),29500.0, 元/㎡(均价),底商,余杭,,371.0,371.0,,
842,翡翠城三期,,,,住宅,余杭,建面 135-180㎡,,,135.0,180.0
843,绿城杨柳郡,总价200(万/套),35377.0, 元/㎡(均价),住宅,上城,建面 107㎡,200.0,200.0,107.0,107.0
844,绿城桃李春风,总价200(万/套),28600.0, 元/㎡(均价),住宅,临安,建面 81-118㎡,200.0,200.0,81.0,118.0
845,绿城之江1号,,,,住宅,西湖,建面 450㎡,,,450.0,450.0
846,绿城九龙仓钱塘明月,,,,住宅,萧山,,,,,
847,中栋国际,总价231(万/套),23000.0, 元/㎡(均价),写字楼,萧山,,231.0,231.0,,
848,上坤山语四季,,,,住宅,临平区,建面 89-129㎡,,,89.0,129.0
849,宋都麓宸府,总价303(万/套),24200.0, 元/㎡(均价),住宅,富阳,建面 125-172㎡,303.0,303.0,125.0,172.0
850,阳光城丽景湾,,,,住宅,富阳,,,,,
851,糖朝,总价125(万/套),35000.0, 元/㎡(均价),商业类,萧山,建面 32-62㎡,125.0,125.0,32.0,62.0
852,碧桂园玖晟府,总价206(万/套),17000.0, 元/㎡(均价),住宅,临安,建面 90-140㎡,206.0,206.0,90.0,140.0
853,东方文化园步行街,总价60(万/套),40000.0, 元/㎡(均价),商业,萧山,,60.0,60.0,,
854,成龙官山邸,总价608(万/套),19016.0, 元/㎡(均价),别墅,临安,建面 278-395㎡,608.0,608.0,278.0,395.0
855,杭钢尚堂府,总价280(万/套),28000.0, 元/㎡(均价),底商,拱墅,,280.0,280.0,,
856,富力十号一期,,,,底商,余杭,,,,,
857,万科智谷,,,,底商,拱墅,,,,,
858,杭州嘉里中心,,,,商业,拱墅,,,,,
859,中骏柏景湾,总价153(万/套),19777.0, 元/㎡(均价),住宅,临安,建面 89-129㎡,153.0,153.0,89.0,129.0
860,振泽左右办公世界,总价1280(万/套),32000.0, 元/㎡(均价),写字楼,萧山,,1280.0,1280.0,,
861,德信浙旅天空之翼,252,, (万/套)(总价),住宅,钱塘区,建面 89-128㎡,252.0,252.0,89.0,128.0
862,旭辉东原吴越府,,18500.0, 元/㎡(均价),住宅,临安,建面 97-139㎡,,,97.0,139.0
863,大家金钰府,总价184-236(万/套),19800.0, 元/㎡(均价),住宅,富阳,建面 93-119㎡,184.0,236.0,93.0,119.0
864,临安宝龙广场,总价163(万/套),18000.0, 元/㎡(均价),住宅,临安,建面 89-130㎡,163.0,163.0,89.0,130.0
865,城中府,总价157(万/套),16700.0, 元/㎡(均价),住宅,临安,建面 93-136㎡,157.0,157.0,93.0,136.0
866,天阳蓝光蔚蓝,总价229(万/套),18500.0, 元/㎡(均价),住宅,临安,建面 124-129㎡,229.0,229.0,124.0,129.0
867,国能悦玺台,总价231(万/套),17536.0, 元/㎡(均价),住宅,临安,建面 89-139㎡,231.0,231.0,89.0,139.0
868,绿城国际社区,总价148(万/套),16500.0, 元/㎡(均价),住宅,临安,建面 90-140㎡,148.0,148.0,90.0,140.0
869,中天富春诚品二期,,,,住宅,富阳,,,,,
870,群升星河印象中心,总价70(万/套),13000.0, 元/㎡(均价),商业类,临平区,建面 34-55㎡,70.0,70.0,34.0,55.0
871,千岛湖雨润星雨华府,总价98(万/套),13500.0, 元/㎡(均价),住宅,淳安,建面 82-115㎡,98.0,98.0,82.0,115.0
872,宋都相贤府,464,, (万/套)(总价),别墅,钱塘区,建面 158-167㎡,464.0,464.0,158.0,167.0
873,万锦花苑,总价187(万/套),20000.0, 元/㎡(均价),住宅,海宁市,建面 89-115㎡,187.0,187.0,89.0,115.0
874,万科潮起东方,总价185(万/套),21500.0, 元/㎡(均价),住宅,海宁市,建面 108-120㎡,185.0,185.0,108.0,120.0
875,金地玖峯汇,总价303(万/套),34028.0, 元/㎡(均价),住宅,上城,建面 114-128㎡,303.0,303.0,114.0,128.0
876,万科潮起东方,550,, (万/套)(总价),别墅,海宁市,建面 148㎡,550.0,550.0,148.0,148.0
877,运河万科中心,总价126(万/套),30000.0, 元/㎡(均价),商业类,拱墅,建面 37-42㎡,126.0,126.0,37.0,42.0
878,金地玖峯汇,总价667(万/套),46000.0, 元/㎡(均价),别墅,上城,建面 145-155㎡,667.0,667.0,145.0,155.0
879,保利融信和光尘樾,总价233(万/套),25909.0, 元/㎡(均价),住宅,余杭,建面 89-116㎡,233.0,233.0,89.0,116.0
880,越秀湖山悦,总价160(万/套),18000.0, 元/㎡(均价),住宅,临安,建面 95-165㎡,160.0,160.0,95.0,165.0
881,合景天誉,546,, (万/套)(总价),住宅,萧山,建面 125-190㎡,546.0,546.0,125.0,190.0
882,星耀中心,总价310(万/套),42000.0, 元/㎡(均价),商业类,滨江,建面 54-70㎡,310.0,310.0,54.0,70.0
883,阳光城拱宸府,,,,住宅,拱墅,建面 136-210㎡,,,136.0,210.0
884,和昌云栖玖著,,,,别墅,富阳,建面 126-195㎡,,,126.0,195.0
885,金地滨江万科悦虹湾,,,,别墅,萧山,建面 140-150㎡,,,140.0,150.0
886,金科博翠碧蓝湾,总价444(万/套),40400.0, 元/㎡(均价),住宅,上城,建面 110-138㎡,444.0,444.0,110.0,138.0
887,资辉壹方汇,129,, (万/套)(总价),商业类,拱墅,建面 33-56㎡,129.0,129.0,33.0,56.0
888,金辉久尚云筑,,,,住宅,临平区,建面 97-122㎡,,,97.0,122.0
889,中梁申花百悦公馆,总价148(万/套),40000.0, 元/㎡(均价),商业类,拱墅,建面 36㎡,148.0,148.0,36.0,36.0
890,前湾江上湾,总价574(万/套),28500.0, 元/㎡(均价),住宅,萧山,建面 105-190㎡,574.0,574.0,105.0,190.0
891,融创江南壹号院,总价266(万/套),28800.0, 元/㎡(均价),住宅,萧山,建面 103-233㎡,266.0,266.0,103.0,233.0
892,龙湖璟宸府,总价750(万/套),49800.0, 元/㎡(均价),别墅,上城,建面 166-174㎡,750.0,750.0,166.0,174.0
893,恒伟科技园,总价48(万/套),11950.0, 元/㎡(均价),商业类,临安,建面 40㎡,48.0,48.0,40.0,40.0
894,龙湖璟宸府,总价780(万/套),45000.0, 元/㎡(均价),住宅,上城,建面 139㎡,780.0,780.0,139.0,139.0
895,时代滨江翡翠之星,总价354(万/套),39800.0, 元/㎡(均价),住宅,萧山,建面 89㎡,354.0,354.0,89.0,89.0
896,汇铂金座,总价120(万/套),33000.0, 元/㎡(均价),商业类,上城,建面 33-65㎡,120.0,120.0,33.0,65.0
897,宝龙旭辉城,总价187(万/套),19781.0, 元/㎡(均价),住宅,临安,建面 95-142㎡,187.0,187.0,95.0,142.0
898,首开杭州金茂府,,,,别墅,拱墅,建面 202-214㎡,,,202.0,214.0
899,龙湖江与城,158,, (万/套)(总价),住宅,钱塘区,建面 89-122㎡,158.0,158.0,89.0,122.0
900, 融信远洋厘望,,,,住宅,拱墅,建面 136-151㎡,,,136.0,151.0
901,天城府天著,总价209(万/套),34800.0, 元/㎡(均价),住宅,上城,建面 85-139㎡,209.0,209.0,85.0,139.0
902,宋都如意春江,总价223(万/套),17200.0, 元/㎡(均价),别墅,富阳,建面 128-136㎡,223.0,223.0,128.0,136.0
903,碧桂园中梁凤鸣公馆,总价212(万/套),17000.0, 元/㎡(均价),住宅,临安,建面 118-138㎡,212.0,212.0,118.0,138.0
904,春天学府,总价242(万/套),18500.0, 元/㎡(均价),住宅,临安,建面 72-141㎡,242.0,242.0,72.0,141.0
905,融创金成臻蓝府,,,,住宅,拱墅,建面 101-149㎡,,,101.0,149.0
906,银城云谷天境,,,,住宅,西湖,建面 89-129㎡,,,89.0,129.0
907,湖滨外滩,总价174(万/套),19592.0, 元/㎡(均价),住宅,临安,建面 85-132㎡,174.0,174.0,85.0,132.0
908,锦上桃源,总价135(万/套),33000.0, 元/㎡(均价),商业类,拱墅,建面 34-41㎡,135.0,135.0,34.0,41.0
909,杭佑名座,总价140(万/套),28000.0, 元/㎡(均价),商业类,萧山,建面 50㎡,140.0,140.0,50.0,50.0
910,杭州大家,,,,住宅,拱墅,建面 138-170㎡,,,138.0,170.0
911,德信九溪云庄,,,,住宅,西湖,建面 142㎡,,,142.0,142.0
912,德信金茂佳源府,总价335(万/套),25200.0, 元/㎡(均价),住宅,萧山,建面 89-147㎡,335.0,335.0,89.0,147.0
913,御东方,,,,住宅,上城,建面 98-138㎡,,,98.0,138.0
914,东原旭辉璞阅,310,, (万/套)(总价),住宅,萧山,建面 89-135㎡,310.0,310.0,89.0,135.0
915,东原旭辉璞阅,639,, (万/套)(总价),别墅,萧山,建面 145㎡,639.0,639.0,145.0,145.0
916,金地广场,,,,商业,余杭,,,,,
917,滨江东方海岸(萧山),总价160(万/套),18000.0, 元/㎡(均价),商业类,萧山,建面 49-125㎡,160.0,160.0,49.0,125.0
918,中海云宸,总价653(万/套),47000.0, 元/㎡(均价),住宅,滨江,建面 139㎡,653.0,653.0,139.0,139.0
919,德信九溪云庄,,,,别墅,西湖,,,,,
920,保利滨江上品,,,,住宅,上城,建面 125-239㎡,,,125.0,239.0
921,都会风华,总价450(万/套),45800.0, 元/㎡(均价),住宅,上城,建面 119-139㎡,450.0,450.0,119.0,139.0
922,绿地艺尚府,196,, (万/套)(总价),住宅,临平区,建面 89-120㎡,196.0,196.0,89.0,120.0
923,融信旭辉湘湖悦章,总价350(万/套),25200.0, 元/㎡(均价),住宅,萧山,建面 96-139㎡,350.0,350.0,96.0,139.0
924,大家栖溪,总价190(万/套),16300.0, 元/㎡(均价),住宅,临安,建面 89-125㎡,190.0,190.0,89.0,125.0
925,旭辉中粮朗香郡,总价260(万/套),19308.0, 元/㎡(均价),住宅,临安,建面 98-143㎡,260.0,260.0,98.0,143.0
926,荣安柳岸闻莺,,,,别墅,临平区,建面 177-235㎡,,,177.0,235.0
927,新湖菲林山,,,,别墅,余杭,建面 220-300㎡,,,220.0,300.0
928,新希望滨江锦粼府,总价378(万/套),29000.0, 元/㎡(均价),住宅,萧山,建面 89-118㎡,378.0,378.0,89.0,118.0
929,融信旭辉湘湖悦章,总价586(万/套),33500.0, 元/㎡(均价),别墅,萧山,建面 159-162㎡,586.0,586.0,159.0,162.0
930,保亿湘湖和院,320,, (万/套)(总价),住宅,萧山,建面 128-168㎡,320.0,320.0,128.0,168.0
931,瑞城熙园,,,,别墅,余杭,建面 163-190㎡,,,163.0,190.0
932,九龙仓雍景山,总价137(万/套),13200.0, 元/㎡(均价),住宅,富阳,建面 95-139㎡,137.0,137.0,95.0,139.0
933,融创江南壹号院,769,, (万/套)(总价),别墅,萧山,建面 171-209㎡,769.0,769.0,171.0,209.0
934,杭州江山风华,424,, (万/套)(总价),别墅,临平区,建面 150㎡,424.0,424.0,150.0,150.0
935,融创金成十锦台,总价365(万/套),24866.0, 元/㎡(均价),别墅,临安,建面 147-173㎡,365.0,365.0,147.0,173.0
936,荣安柳岸闻莺,,,,住宅,临平区,建面 108-139㎡,,,108.0,139.0
937,宋都相贤府,,13200.0, 元/㎡(均价),住宅,钱塘区,,,,,
938,阳光城上林湖,总价315(万/套),25500.0, 元/㎡(均价),别墅,富阳,建面 140㎡,315.0,315.0,140.0,140.0
939,嘻游城,53,, (万/套)(总价),商业,富阳,,53.0,53.0,,
940,保亿湘湖和院,总价1113(万/套),50600.0, 元/㎡(均价),别墅,萧山,建面 220-253㎡,1113.0,1113.0,220.0,253.0
941,杭房揽翠,总价232(万/套),40000.0, 元/㎡(均价),商业类,西湖,建面 45-75㎡,232.0,232.0,45.0,75.0
942,越秀景瑞悦见山,,,,别墅,临平区,建面 135-138㎡,,,135.0,138.0
943,龙湖春江天越,总价253(万/套),27205.0, 元/㎡(均价),住宅,钱塘区,建面 139-167㎡,253.0,253.0,139.0,167.0
944,风荷锦庭,总价182(万/套),20300.0, 元/㎡(均价),住宅,萧山,建面 95-125㎡,182.0,182.0,95.0,125.0
945,众安学君里,,,,别墅,余杭,建面 185㎡,,,185.0,185.0
946,绿城云栖桃花源,总价135(万/套),15000.0, 元/㎡(均价),住宅,富阳,建面 135㎡,135.0,135.0,135.0,135.0
947,富力新线公园,,,,商业,余杭,,,,,
948,万科大溪谷,,,,别墅,余杭,建面 132-255㎡,,,132.0,255.0
949,祥生绿都京杭府,,,,住宅,临平区,建面 93-160㎡,,,93.0,160.0
950,祥生绿都京杭府,,,,别墅,临平区,建面 150-180㎡,,,150.0,180.0
951,领航城,,,,别墅,萧山,建面 189-224㎡,,,189.0,224.0
952,浙大网新银湖科技园,总价308(万/套),13500.0, 元/㎡(均价),写字楼,富阳,,308.0,308.0,,
953,恒伟科技园,总价66(万/套),15300.0, 元/㎡(均价),住宅,临安,建面 40-112㎡,66.0,66.0,40.0,112.0
954,风荷锦庭,总价300(万/套),23400.0, 元/㎡(均价),别墅,萧山,建面 137㎡,300.0,300.0,137.0,137.0
955,中天万科启宸,总价204(万/套),21000.0, 元/㎡(均价),住宅,临安,建面 97-130㎡,204.0,204.0,97.0,130.0
956,路劲远洋江南院子,,,,住宅,临平区,建面 88-125㎡,,,88.0,125.0
957,路劲远洋江南院子,,,,别墅,临平区,建面 139㎡,,,139.0,139.0
958,绿城和庐,总价1197(万/套),55200.0, 元/㎡(均价),别墅,余杭,建面 200-230㎡,1197.0,1197.0,200.0,230.0
959,浙大网新银湖科技园,总价88(万/套),21000.0, 元/㎡(均价),商业类,富阳,建面 42㎡,88.0,88.0,42.0,42.0
960,绿地华家池印,总价2408(万/套),70823.0, 元/㎡(均价),别墅,上城,建面 340㎡,2408.0,2408.0,340.0,340.0
961,旭辉东原国滨府,总价178(万/套),34000.0, 元/㎡(均价),商业类,萧山,建面 52-60㎡,178.0,178.0,52.0,60.0
962,恒大林溪郡,总价135(万/套),12000.0, 元/㎡(均价),住宅,建德,建面 118-122㎡,135.0,135.0,118.0,122.0
963,恒大林溪郡,总价200(万/套),13000.0, 元/㎡(均价),别墅,建德,建面 140-175㎡,200.0,200.0,140.0,175.0
964,海伦堡棠锦,,,,商业,余杭,,,,,
965,印象新城,,,,商业类,建德,,,,,
966,和谐江和城,376,, (万/套)(总价),别墅,建德,,376.0,376.0,,
967,万科海上明月,,,,商业,萧山,,,,,
968,万科君望,总价236(万/套),16800.0, 元/㎡(均价),住宅,富阳,建面 108-139㎡,236.0,236.0,108.0,139.0
969,雅棠轩,总价417(万/套),30000.0, 元/㎡(均价),住宅,萧山,建面 129-139㎡,417.0,417.0,129.0,139.0
970,德信市心府,920,, (万/套)(总价),别墅,萧山,建面 196㎡,920.0,920.0,196.0,196.0
971,德信市心府,261,, (万/套)(总价),住宅,萧山,建面 89-115㎡,261.0,261.0,89.0,115.0
972,东哲云邸,,29000.0, 元/㎡(均价),商业类,余杭,建面 36㎡,,,36.0,36.0
973,蓝城春风燕语,总价372(万/套),22874.0, 元/㎡(均价),别墅,临安,建面 146-200㎡,372.0,372.0,146.0,200.0
974,万科西望,总价214(万/套),20000.0, 元/㎡(均价),住宅,临安,建面 102-139㎡,214.0,214.0,102.0,139.0
975,奥克斯时代未来之城,,,,商业,余杭,,,,,
976,佳源西溪印象,,,,别墅,余杭,建面 115-168㎡,,,115.0,168.0
977,融创宜和园,,,,别墅,拱墅,建面 227-265㎡,,,227.0,265.0
978,国开东方凤凰台,,,,别墅,余杭,建面 148-178㎡,,,148.0,178.0
979,碧桂园望江台,,,,住宅,建德,建面 98-132㎡,,,98.0,132.0
980,金茂首开国樾,总价729(万/套),48600.0, 元/㎡(均价),住宅,拱墅,建面 118-150㎡,729.0,729.0,118.0,150.0
981,中锐招商星未来,,,,住宅,余杭,建面 90-140㎡,,,90.0,140.0
982,西溪曼哈顿,,,,商业,余杭,,,,,
983,金地风华东方,,,,住宅,桐庐,建面 127㎡,,,127.0,127.0
984,银城云谷天境,总价451(万/套),34749.0, 元/㎡(均价),别墅,西湖,建面 131-167㎡,451.0,451.0,131.0,167.0
985,万科西望,总价533(万/套),30412.0, 元/㎡(均价),别墅,临安,建面 184㎡,533.0,533.0,184.0,184.0
986,绿都鉴未来,,,,住宅,余杭,建面 89-120㎡,,,89.0,120.0
987,绿都鉴未来,,,,别墅,余杭,建面 119-133㎡,,,119.0,133.0
988,湖滨外滩,总价568(万/套),21201.0, 元/㎡(均价),别墅,临安,建面 268㎡,568.0,568.0,268.0,268.0
989,富景都会公寓,总价200(万/套),21000.0, 元/㎡(均价),住宅,富阳,建面 95-135㎡,200.0,200.0,95.0,135.0
990,北城芳满庭,总价162(万/套),20000.0, 元/㎡(均价),住宅,余杭,建面 89-139㎡,162.0,162.0,89.0,139.0
991,星光荟,总价110(万/套),21000.0, 元/㎡(均价),商业类,西湖,建面 49-75㎡,110.0,110.0,49.0,75.0
992,北城芳满庭,总价472(万/套),34000.0, 元/㎡(均价),别墅,余杭,建面 139-240㎡,472.0,472.0,139.0,240.0
993,随塘,总价236(万/套),22500.0, 元/㎡(均价),住宅,临平区,建面 105-128㎡,236.0,236.0,105.0,128.0
994,易辰江南大院,总价186(万/套),15000.0, 元/㎡(均价),住宅,临安,建面 125㎡,186.0,186.0,125.0,125.0
995,富力御江山小区,,,,别墅,建德,建面 137㎡,,,137.0,137.0
996,杭州江山风华,173,, (万/套)(总价),住宅,临平区,建面 78-126㎡,173.0,173.0,78.0,126.0
997,随塘,总价412(万/套),33000.0, 元/㎡(均价),别墅,临平区,建面 125-155㎡,412.0,412.0,125.0,155.0
998,旭辉东原国滨府,,,,住宅,萧山,建面 139-179㎡,,,139.0,179.0
999,滨江新希望拥潮府,346,, (万/套)(总价),住宅,萧山,建面 91-139㎡,346.0,346.0,91.0,139.0
1000,兴耀锦里,,,,商业类,临平区,建面 33-68㎡,,,33.0,68.0
1001,合景天誉,994,, (万/套)(总价),别墅,萧山,建面 202-228㎡,994.0,994.0,202.0,228.0
1002,武林之光,,,,商业类,拱墅,建面 45-54㎡,,,45.0,54.0
1003,祥生云境,总价530(万/套),38600.0, 元/㎡(均价),住宅,西湖,建面 105-140㎡,530.0,530.0,105.0,140.0
1004,祥生云境,,,,别墅,西湖,建面 157-182㎡,,,157.0,182.0
1005,金成英特尔湾,,,,住宅,余杭,建面 89-139㎡,,,89.0,139.0
1006,城镇依山郡,总价72(万/套),14000.0, 元/㎡(均价),住宅,临安,建面 48-136㎡,72.0,72.0,48.0,136.0
1007,万锦花苑,300,, (万/套)(总价),别墅,海宁市,建面 140-160㎡,300.0,300.0,140.0,160.0
1008,雍澜府,总价194(万/套),20500.0, 元/㎡(均价),住宅,临平区,建面 95-128㎡,194.0,194.0,95.0,128.0
1009,保利澄品,总价624(万/套),47768.0, 元/㎡(均价),住宅,萧山,建面 127-198㎡,624.0,624.0,127.0,198.0
1010,景瑞镜溪绿汀,总价855(万/套),46500.0, 元/㎡(均价),别墅,余杭,建面 184-199㎡,855.0,855.0,184.0,199.0
1011,滨江金地御品,,,,住宅,上城,建面 116-191㎡,,,116.0,191.0
1012,中梁云玺,,,,住宅,西湖,建面 89㎡,,,89.0,89.0
1013,新希望滨江锦宸,361,, (万/套)(总价),住宅,萧山,建面 95-129㎡,361.0,361.0,95.0,129.0
1014,中交理想时代芳华,,,,住宅,临平区,建面 89-118㎡,,,89.0,118.0
1015,中交理想时代芳华,,,,别墅,临平区,建面 179-200㎡,,,179.0,200.0
1016,滨江春盛大江名筑,总价214(万/套),14000.0, 元/㎡(均价),住宅,钱塘区,建面 143-178㎡,214.0,214.0,143.0,178.0
1017,联发藏珑大境,,,,住宅,余杭,建面 95-127㎡,,,95.0,127.0
