,house_name,total_price,unit_price,unit_price_desc,type,location1,area,total_price_min,total_price_max,area_min,area_max
355,阳光银泰城,,,,商业类,拱墅,,,,,
356,恒大水晶国际广场,,,,住宅,西湖,,,,,
357,雅居乐国际花园,,,,住宅,余杭,建面 89-127㎡,,,89.0,127.0
358,华瑞晴庐,,,,住宅,萧山,,,,,
359,卓越蔚蓝领秀一期,,,,住宅,上城,,,,,
360,东方一号,,,,住宅,萧山,,,,,
361,天城府,,,,住宅,上城,,,,,
362,中国铁建江南国际城,,,,住宅,萧山,,,,,
363,金隅观澜时代天筑,,,,住宅,钱塘区,,,,,
364,万科名城博园,,,,住宅,余杭,建面 59-128㎡,,,59.0,128.0
365,中兴御田清庭,,,,住宅,拱墅,,,,,
366,保利中心,,,,住宅,上城,,,,,
367,东日晴好,,,,住宅,西湖,,,,,
368,东亚新干线,,,,商业类,上城,建面 43-67㎡,,,43.0,67.0
369,黄金时代,,,,商业类,上城,,,,,
370,蓝钻天成,,,,商业类,拱墅,建面 78-140㎡,,,78.0,140.0
371,众安白马山庄,,,,别墅,西湖,,,,,
372,绿城桃花源,,,,别墅,余杭,,,,,
373,城发云锦城,,,,住宅,上城,,,,,
374,新城红郡,,,,住宅,上城,,,,,
375,融创瑷骊山,,,,住宅,西湖,,,,,
376,万科大家世纪之光,,,,住宅,萧山,,,,,
377,北辰奥园,,,,住宅,萧山,,,,,
378,金地天逸,,,,住宅,萧山,,,,,
379,金地格林格林,,,,住宅,上城,,,,,
380,赞成赞城,,,,住宅,余杭,,,,,
381,顺发吉祥半岛,,,,别墅,拱墅,,,,,
382,贝利云栖中心,,,,商业类,西湖,,,,,
383,余之城,,,,住宅,临平区,,,,,
384,华元西溪欢乐城,总价220(万/套),40000.0, 元/㎡(均价),商业类,余杭,建面 53㎡,220.0,220.0,53.0,53.0
385,众安学君里,,,,住宅,余杭,建面 89-118㎡,,,89.0,118.0
386,新湖菲林山,,,,住宅,余杭,建面 90-138㎡,,,90.0,138.0
387,得力名望府,,,,住宅,萧山,,,,,
388,众安理想湾,,,,住宅,临平区,建面 112-140㎡,,,112.0,140.0
389,万通时尚公馆,,,,住宅,余杭,,,,,
390,东晖龙悦湾,,,,住宅,临平区,,,,,
391,嘉丰万悦城,94,, (万/套)(总价),住宅,临平区,建面 90-126㎡,94.0,94.0,90.0,126.0
392,富邦星座,,,,商业类,临平区,,,,,
393,淮矿东元府,,,,住宅,上城,建面 89㎡,,,89.0,89.0
394,东海水景城,总价218(万/套),23740.0, 元/㎡(均价),住宅,临平区,建面 129㎡,218.0,218.0,129.0,129.0
395,星汇花园,,,,住宅,临安,,,,,
396,新城香悦半岛,,,,住宅,萧山,,,,,
397,佳兆业西溪璞园,,,,住宅,余杭,,,,,
398,万科郡西澜山,,,,住宅,余杭,,,,,
399,九龙仓君廷,,,,住宅,临平区,建面 87-130㎡,,,87.0,130.0
400,融信学院府,,,,住宅,拱墅,,,,,
401,万科杭宸,,,,住宅,余杭,,,,,
402,富力十号院,,,,住宅,余杭,,,,,
403,九龙仓珑玺,,,,住宅,拱墅,,,,,
404,东方君悦,,,,商业类,上城,建面 91-188㎡,,,91.0,188.0
405,新城香悦奥府,,,,住宅,萧山,,,,,
406,西溪风情花园,,,,住宅,余杭,建面 118-166㎡,,,118.0,166.0
407,德信君宸,,,,住宅,萧山,,,,,
408,上实海上海,,,,住宅,余杭,建面 110-124㎡,,,110.0,124.0
409,碧桂园西江月,,,,住宅,拱墅,,,,,
410,雍荣华庭,,,,住宅,拱墅,,,,,
411,中企艮山府,,,,住宅,上城,,,,,
412,鑫运时代金座,,,,商业类,上城,建面 50㎡,,,50.0,50.0
413,融创金成西溪海,355,, (万/套)(总价),住宅,余杭,建面 130-138㎡,355.0,355.0,130.0,138.0
414,融创金成西溪海,,,,别墅,余杭,,,,,
415,龙湖武林九里,,,,住宅,上城,,,,,
416,滨江华家池,,,,商业类,上城,,,,,
417,天阳文晖,,,,住宅,上城,,,,,
418,万科新都会1958,,,,住宅,拱墅,,,,,
419,广宇万科公园里,,,,住宅,拱墅,,,,,
420,雍和府,,,,住宅,上城,,,,,
421,大家绿城金麟府,,,,住宅,拱墅,,,,,
422,滨江德信东方星城,,,,住宅,上城,,,,,
423,万科中央公园,,,,住宅,上城,,,,,
424,滨江华成大江之星,172,, (万/套)(总价),住宅,钱塘区,建面 86-89㎡,172.0,172.0,86.0,89.0
425,富力新线公园,,,,住宅,余杭,,,,,
426,金地西溪风华,,,,住宅,余杭,,,,,
427,北大资源未名府,,,,住宅,余杭,,,,,
428,天润商业中心,总价175(万/套),27000.0, 元/㎡(均价),商业类,萧山,建面 51-90㎡,175.0,175.0,51.0,90.0
429,华元花涧堂,,,,别墅,临平区,,,,,
430,天阳武林邸,,,,住宅,拱墅,,,,,
431,东南钱江蓝湾,182,, (万/套)(总价),住宅,萧山,建面 86-127㎡,182.0,182.0,86.0,127.0
432,万科缦云坊,,,,住宅,余杭,建面 83-134㎡,,,83.0,134.0
433,大运宸府,,,,住宅,拱墅,,,,,
434,中国铁建西湖国际城,,,,住宅,西湖,建面 89-134㎡,,,89.0,134.0
435,湖景居,总价277(万/套),31500.0, 元/㎡(均价),住宅,钱塘区,建面 82-128㎡,277.0,277.0,82.0,128.0
436,万科北宸之光三期拱宸,,,,住宅,余杭,建面 135㎡,,,135.0,135.0
437,滨江铂金海岸,,,,住宅,上城,建面 139-157㎡,,,139.0,157.0
438,首开望宸,,,,住宅,拱墅,,,,,
439,艺尚里,,,,住宅,临平区,,,,,
440,万科海上明月,,,,住宅,萧山,,,,,
441,云溪新语,,,,住宅,西湖,,,,,
442,潮闻天下,总价621(万/套),27000.0, 元/㎡(均价),别墅,钱塘区,建面 180-280㎡,621.0,621.0,180.0,280.0
443,信融御金台,总价968(万/套),31280.0, 元/㎡(均价),商业类,萧山,建面 415-418㎡,968.0,968.0,415.0,418.0
444,绿城九龙仓柳岸晓风,,,,住宅,滨江,,,,,
445,嘉和银领时代,总价735(万/套),21000.0, 元/㎡(均价),别墅,临平区,建面 350㎡,735.0,735.0,350.0,350.0
446,荀庄,,,,别墅,余杭,,,,,
447,野风启城,,,,住宅,临平区,建面 199㎡,,,199.0,199.0
448,溪悦宸府,,,,住宅,余杭,,,,,
449,科尔世纪外滩,,,,住宅,萧山,,,,,
450,科尔世纪外滩,总价1678(万/套),45000.0, 元/㎡(均价),别墅,萧山,建面 325-373㎡,1678.0,1678.0,325.0,373.0
451,光明尚海湾,,22799.0, 元/㎡(均价),住宅,萧山,建面 88-130㎡,,,88.0,130.0
452,赞成檀府,,,,住宅,临平区,,,,,
453,赞成檀府,,,,别墅,临平区,建面 300㎡,,,300.0,300.0
454,中港罗兰小镇,,,,住宅,余杭,建面 89-109㎡,,,89.0,109.0
455,兴耀星悦湾,,,,别墅,钱塘区,,,,,
456,华元欢乐城,,,,商业类,临平区,,,,,
457,广厦天都城天熙公馆,,,,住宅,临平区,,,,,
458,泰地北上新城,,,,商业类,拱墅,建面 80㎡,,,80.0,80.0
459,杭州明石商业大厦,,,,商业类,上城,建面 58㎡,,,58.0,58.0
460,杭州港龙城,,,,商业类,上城,建面 64㎡,,,64.0,64.0
461,绿城桃源小镇,,,,住宅,余杭,建面 129-139㎡,,,129.0,139.0
462,万科郡西,,,,别墅,余杭,,,,,
463,绿城运河郡,,,,商业类,拱墅,,,,,
464,金铂湾,总价211(万/套),40000.0, 元/㎡(均价),商业类,滨江,建面 88㎡,211.0,211.0,88.0,88.0
465,潮闻天下,总价112(万/套),13500.0, 元/㎡(均价),住宅,钱塘区,建面 83-132㎡,112.0,112.0,83.0,132.0
466,江滨澜廷,,,,商业类,滨江,建面 58㎡,,,58.0,58.0
467,之江九里,,,,别墅,西湖,,,,,
468,滨江东方海岸(萧山),,,,别墅,萧山,,,,,
469,朝阳银座,,,,商业类,萧山,,,,,
470,佳兆业西溪璞园,,,,别墅,余杭,,,,,
471,万科溪望,,,,别墅,余杭,,,,,
472,向江来时代中心,,,,商业类,上城,,,,,
473,西溪君庐,,,,别墅,余杭,,,,,
474,旭辉时代城,,,,住宅,临平区,,,,,
475,杭钢紫元旭润和府,,,,住宅,临平区,,,,,
476,宋都时间国际,,,,商业类,上城,,,,,
477,恒祺克拉天玺,,,,商业类,上城,,,,,
478,奥克斯缔逸城,,,,商业类,余杭,,,,,
479,融信澜天,,,,住宅,余杭,,,,,
480,融信澜天,,,,别墅,余杭,建面 150㎡,,,150.0,150.0
481,金地西溪风华,,,,别墅,余杭,,,,,
482,宋都东郡之星,,,,住宅,钱塘区,,,,,
483,中国铁建保利像素,,,,住宅,钱塘区,,,,,
484,万科溪望,,,,住宅,余杭,,,,,
485,新城红郡,,,,别墅,上城,,,,,
486,华鼎君临天峯,,,,住宅,临平区,,,,,
487,创客空间大厦,,,,商业类,余杭,,,,,
488,梦溪东明山居,,,,住宅,余杭,,,,,
489,华瑞湘湖美地,,,,住宅,萧山,,,,,
490,杉杉恒和依山郡,,,,住宅,余杭,,,,,
491,杉杉恒和依山郡,353,, (万/套)(总价),别墅,余杭,建面 150-372㎡,353.0,353.0,150.0,372.0
492,恒厚阳光城,,,,住宅,余杭,,,,,
493,钱塘梧桐蓝山,,,,住宅,临平区,,,,,
494,明华名港城二期,190,, (万/套)(总价),住宅,萧山,建面 108-135㎡,190.0,190.0,108.0,135.0
495,明华名港城二期,,,,别墅,萧山,,,,,
496,大奇山郡,,,,别墅,桐庐,建面 540㎡,,,540.0,540.0
497,财和湘域湾,,,,别墅,萧山,,,,,
498,湖山帝景湾,,,,别墅,余杭,,,,,
499,CBC时代大观,,,,商业类,临平区,,,,,
500,绿都南江壹号,,,,住宅,萧山,,,,,
501,天鸿香榭里,,,,住宅,拱墅,,,,,
502,广宇鼎悦府,,,,住宅,临平区,,,,,
503,开元广场,,,,别墅,萧山,,,,,
504,顺发堤香,,,,住宅,萧山,建面 172㎡,,,172.0,172.0
505,世茂中心,,,,写字楼,滨江,,,,,
506,富亿NEO中心,,,,写字楼,上城,,,,,
507,远洋杭州大运河商务区,,,,写字楼,拱墅,,,,,
508,梦溪东明山居,总价600(万/套),24000.0, 元/㎡(均价),别墅,余杭,建面 275-600㎡,600.0,600.0,275.0,600.0
509,富春玫瑰园,总价1100(万/套),49000.0, 元/㎡(均价),别墅,富阳,建面 200-288㎡,1100.0,1100.0,200.0,288.0
510,理想银泰城,,,,商业类,临平区,,,,,
511,宝龙城市广场,,,,商业类,钱塘区,,,,,
512,西溪蓝海,,,,商业类,余杭,建面 38-134㎡,,,38.0,134.0
513,宋都时间国际,,23000.0, 元/㎡(均价),写字楼,上城,,,,,
514,富力西溪悦墅,,,,别墅,余杭,,,,,
515,合景映月台,,,,住宅,余杭,,,,,
516,绿地旭辉城,,,,商业类,滨江,,,,,
517,龙湖水晶郦城,,,,住宅,西湖,,,,,
518,绿野御墅,总价1450(万/套),35280.0, 元/㎡(均价),别墅,余杭,建面 395-501㎡,1450.0,1450.0,395.0,501.0
519,西溪智慧健康谷,总价92(万/套),25000.0, 元/㎡(均价),商业类,余杭,建面 43-49㎡,92.0,92.0,43.0,49.0
520,世茂之西湖,,,,商业类,滨江,,,,,
521,港汇中心,,,,商业类,萧山,,,,,
522,绿城运河郡,,,,商业,拱墅,,,,,
523,春江香樟苑,,,,住宅,富阳,,,,,
524,融创玖樟台,,,,住宅,上城,,,,,
525,佳源未来府,,,,住宅,余杭,,,,,
526,中骏钱塘御景,,,,住宅,萧山,,,,,
527,万宝城,,,,商业,临平区,,,,,
528,浙港国际,,,,商业类,西湖,,,,,
529,华夏四季,,,,住宅,余杭,建面 127-139㎡,,,127.0,139.0
530,滨江旭辉万家之星,,,,住宅,余杭,,,,,
531,尚城墅,,,,别墅,滨江,,,,,
532,万科未来城三期梦溪里,,,,别墅,余杭,,,,,
533,富力天贸广场,,,,商业类,余杭,,,,,
534,通和十二橡树,,,,别墅,临平区,,,,,
535,青山湖玫瑰园,总价595(万/套),28344.0, 元/㎡(均价),别墅,临安,建面 225㎡,595.0,595.0,225.0,225.0
536,滨江江南之星,,,,住宅,萧山,,,,,
537,南洋名都,总价154(万/套),15289.0, 元/㎡(均价),住宅,临安,建面 101-134㎡,154.0,154.0,101.0,134.0
538,郡乐苑,,,,住宅,萧山,,,,,
539,东厦东港花苑,,,,住宅,临平区,,,,,
540,万通中心,,,,商业类,拱墅,,,,,
541,翡翠城三期,,,,别墅,余杭,,,,,
542,星运丽园兰逸,,,,别墅,临平区,,,,,
543,湘湖壹号,,,,别墅,萧山,,,,,
544,万科君望,总价600(万/套),24500.0, 元/㎡(均价),别墅,富阳,建面 164-240㎡,600.0,600.0,164.0,240.0
545,万科良渚文化村堂前,,,,别墅,余杭,,,,,
546,大千古街,,,,住宅,淳安,,,,,
547,中天珺府,,,,别墅,临安,,,,,
548,宋都东郡国际,,,,别墅,钱塘区,建面 230㎡,,,230.0,230.0
549,观澜时代云邸苑,,,,别墅,钱塘区,,,,,
550,绿城曼陀花园,总价369(万/套),25126.0, 元/㎡(均价),别墅,临安,,369.0,369.0,,
551,澳海澜庭,总价72(万/套),9486.0, 元/㎡(均价),别墅,富阳,建面 76-123㎡,72.0,72.0,76.0,123.0
552,龙湖春江天玺,,,,住宅,萧山,,,,,
553,新城香悦半岛,,,,别墅,萧山,,,,,
554,竹径云山,,,,别墅,余杭,,,,,
555,梅和名府,,,,住宅,萧山,建面 153㎡,,,153.0,153.0
556,杭州港龙城,,25000.0, 元/㎡(均价),商业,上城,,,,,
557,玲珑府,总价592(万/套),35000.0, 元/㎡(均价),商业,滨江,建面 168㎡,592.0,592.0,168.0,168.0
558,万都晶座,,,,商业类,萧山,,,,,
559,北湖绿洲花园,,,,住宅,余杭,,,,,
560,领航城,,,,住宅,萧山,,,,,
561,卓越蔚蓝领秀二期,,,,住宅,上城,,,,,
562,金世纪运河丽园,,,,住宅,临平区,建面 140-165㎡,,,140.0,165.0
563,通和十二橡树,,,,住宅,临平区,,,,,
564,新城香悦公馆,,,,住宅,萧山,建面 89-110㎡,,,89.0,110.0
565,融创河滨之城雨澜轩,,,,商业,西湖,,,,,
566,瑞金华丽嘉苑,,,,住宅,临平区,,,,,
567,海德公园,,,,住宅,余杭,建面 82-89㎡,,,82.0,89.0
568,和昌府,,,,住宅,余杭,,,,,
569,香港兴业耦园,,,,住宅,余杭,建面 117-190㎡,,,117.0,190.0
570,祥生群贤府,,,,住宅,临平区,,,,,
571,祥生群贤府,,,,别墅,临平区,建面 116-160㎡,,,116.0,160.0
572,融创时代奥城,,,,住宅,萧山,,,,,
573,绿城运河宸园,,,,别墅,拱墅,,,,,
574,金色和庄,总价108(万/套),12000.0, 元/㎡(均价),住宅,钱塘区,建面 88-89㎡,108.0,108.0,88.0,89.0
575,雷威沁园,,16396.0, 元/㎡(均价),住宅,临安,建面 89㎡,,,89.0,89.0
576,朗诗熙华府,,,,住宅,拱墅,,,,,
577,阳光城西郊半岛,总价204(万/套),21100.0, 元/㎡(均价),住宅,富阳,建面 97-140㎡,204.0,204.0,97.0,140.0
578,融创涌清府,,,,住宅,上城,建面 147㎡,,,147.0,147.0
579,祥生钱塘新语,,,,住宅,海宁市,,,,,
580,滨江金茂府,,65981.0, 元/㎡(均价),住宅,滨江,建面 188㎡,,,188.0,188.0
581,复泰雅宸华庭,总价189(万/套),13000.0, 元/㎡(均价),住宅,余杭,建面 145㎡,189.0,189.0,145.0,145.0
582,复泰雅宸华庭,总价652(万/套),22000.0, 元/㎡(均价),别墅,余杭,建面 326㎡,652.0,652.0,326.0,326.0
583,望湖山庄,,,,住宅,淳安,,,,,
584,玉兰花园,,,,住宅,淳安,,,,,
585,天阳文晖,,,,商业,上城,,,,,
586,浙商国际中心,,,,商业,上城,,,,,
587,阳光银泰城,,,,写字楼,拱墅,,,,,
588,九龙湾,,,,别墅,淳安,,,,,
589,宋都晨光国际,,,,商业,钱塘区,,,,,
590,太平洋银座,,,,写字楼,上城,,,,,
591,义桥星天地,,,,商业,萧山,,,,,
592,金沙世纪大厦,,,,写字楼,钱塘区,,,,,
593,崇贤上亿广场,,,,商业,临平区,,,,,
594,山水国际,300,, (万/套)(总价),商业,富阳,,300.0,300.0,,
595,华润万象汇,350,, (万/套)(总价),写字楼,萧山,,350.0,350.0,,
596,银泰海威国际,,,,写字楼,滨江,,,,,
597,赞成中心,,,,写字楼,上城,,,,,
598,元成时代中心,,,,商业,钱塘区,,,,,
599,浙港国际,,,,商业,西湖,,,,,
600,原禾大厦,,,,商业,余杭,,,,,
601,中旅城仕公馆,,30000.0, 元/㎡(均价),商业,上城,,,,,
602,杭州万达广场,,,,写字楼,拱墅,,,,,
603,宋都丽郡国际,,,,住宅,钱塘区,,,,,
604,绿地中央广场,,,,写字楼,拱墅,,,,,
605,铁建万科江湾城,,,,住宅,萧山,,,,,
606,新天地G193广场,总价48(万/套),30000.0, 元/㎡(均价),商业,拱墅,,48.0,48.0,,
607,中节能西溪首座,,,,写字楼,西湖,,,,,
608,金街美地,,,,商业,西湖,,,,,
609,东海闲湖城,总价223(万/套),18928.0, 元/㎡(均价),住宅,余杭,建面 118㎡,223.0,223.0,118.0,118.0
610,沈半路灯具市场,,,,写字楼,拱墅,,,,,
611,天鸿美和院,,,,商业类,富阳,,,,,
612,武林外滩,,,,商业类,拱墅,,,,,
613,越秀星汇尚城,315,, (万/套)(总价),商业,余杭,,315.0,315.0,,
614,金地艺境,,,,商业,临平区,,,,,
615,英冠乐创城,,40000.0, 元/㎡(均价),商业类,萧山,建面 43㎡,,,43.0,43.0
616,中豪国际,,,,写字楼,上城,,,,,
617,梧桐燕庐,,,,别墅,西湖,,,,,
618,玖玖国际财富中心,总价56(万/套),40000.0, 元/㎡(均价),商业,临平区,,56.0,56.0,,
619,蓝钻天成,150,, (万/套)(总价),商业,拱墅,,150.0,150.0,,
620,万科未来城二期,200,, (万/套)(总价),商业,余杭,,200.0,200.0,,
621,江南国际丝绸城,,,,商业类,临平区,,,,,
622,江南国际丝绸城,,,,商业,临平区,,,,,
623,中铁九逸,,,,住宅,临平区,建面 88-139㎡,,,88.0,139.0
624,旭辉滨江东方悦府,,,,住宅,萧山,,,,,
625,越秀维多利中心,,,,写字楼,上城,,,,,
626,东晖龙悦湾,,,,别墅,临平区,建面 190-250㎡,,,190.0,250.0
627,星运丽园兰逸,,,,住宅,临平区,,,,,
628,碧桂园深蓝国际,总价1100(万/套),40000.0, 元/㎡(均价),商业类,萧山,建面 86-273㎡,1100.0,1100.0,86.0,273.0
629,新城龙湖湾上风华,,,,住宅,上城,,,,,
630,合景映月台,,,,别墅,余杭,,,,,
631,旺君国际,,,,写字楼,西湖,,,,,
632,融信学院府,,,,商业,拱墅,,,,,
633,金色黎明三期,总价350(万/套),35000.0, 元/㎡(均价),商业,上城,,350.0,350.0,,
634,融信永兴首府,,,,别墅,萧山,,,,,
635,中豪七格,,,,商业,钱塘区,,,,,
636,融信永兴首府,,,,住宅,萧山,,,,,
637,东方铭楼,,,,商业类,钱塘区,,,,,
638,华元欢乐城,,,,商业,临平区,,,,,
639,佳源优优锦城,,,,住宅,临安,,,,,
640,北大资源未名府,,,,商业类,余杭,,,,,
641,华元天鹅堡,总价384(万/套),27000.0, 元/㎡(均价),商业类,西湖,建面 51-128㎡,384.0,384.0,51.0,128.0
642,景瑞天赋,,,,住宅,萧山,,,,,
643,滨江新城东方名府,,,,住宅,萧山,,,,,
644,新天地金色时光,总价292(万/套),34742.0, 元/㎡(均价),住宅,上城,建面 68-130㎡,292.0,292.0,68.0,130.0
645,中赢金城里,,,,写字楼,萧山,,,,,
646,昆仑天籁,,,,商业,上城,,,,,
647,中赢金城里,,,,商业,萧山,,,,,
648,雅居乐国际花园,总价125(万/套),22000.0, 元/㎡(均价),商业,余杭,,125.0,125.0,,
649,金隅空港公馆,,20000.0, 元/㎡(均价),商业类,钱塘区,建面 52-55㎡,,,52.0,55.0
650,融创金成未来海,,,,住宅,余杭,建面 128-139㎡,,,128.0,139.0
651,钱江之江新天地,,,,商业类,西湖,,,,,
652,金岸提香,总价660(万/套),32000.0, 元/㎡(均价),别墅,余杭,建面 207-240㎡,660.0,660.0,207.0,240.0
653,复泰雅宸华庭,总价61(万/套),14500.0, 元/㎡(均价),商业类,余杭,建面 45-50㎡,61.0,61.0,45.0,50.0
654,四维金座,,,,商业类,临平区,,,,,
655,富春硅谷,,,,写字楼,富阳,,,,,
656,南钻广场,288,, (万/套)(总价),商业,萧山,,288.0,288.0,,
657,天达广场,,14500.0, 元/㎡(均价),写字楼,上城,,,,,
658,三花国际,,42000.0, 元/㎡(均价),商业类,上城,建面 52㎡,,,52.0,52.0
659,合诚之江商务中心,,,,写字楼,西湖,,,,,
660,绿城西溪世纪广场,总价15300(万/套),45000.0, 元/㎡(均价),写字楼,西湖,,15300.0,15300.0,,
661,临平西子国际,,,,写字楼,临平区,,,,,
662,佳源银座,,,,写字楼,拱墅,,,,,
663,绿谷杭州东部创新中心,,,,写字楼,上城,,,,,
664,融信萧山公馆,,,,住宅,萧山,建面 181㎡,,,181.0,181.0
665,交投绿城明珠国际,,,,写字楼,上城,,,,,
666,千岛湖嘉苑,总价162(万/套),14000.0, 元/㎡(均价),住宅,淳安,建面 94-143㎡,162.0,162.0,94.0,143.0
667,德信东望,,,,商业,上城,,,,,
668,赞成首府,,,,商业类,临平区,,,,,
669,钱江西溪和景,总价206(万/套),28000.0, 元/㎡(均价),写字楼,西湖,,206.0,206.0,,
670,融信蓝孔雀,,,,商业,拱墅,,,,,
671,富阳财富中心,总价490(万/套),17500.0, 元/㎡(均价),写字楼,富阳,,490.0,490.0,,
672,昆盛肖邦,,35000.0, 元/㎡(均价),商业,上城,,,,,
673,英冠乐创城,总价409(万/套),32000.0, 元/㎡(均价),商业,萧山,,409.0,409.0,,
674,融信江南学府,,,,住宅,萧山,建面 138-160㎡,,,138.0,160.0
675,保利融信大国璟,,,,住宅,萧山,,,,,
676,万科未来城三期梦溪里,,,,住宅,余杭,,,,,
677,碧桂园天麓府,,,,住宅,萧山,,,,,
678,富春新天地,总价94(万/套),25000.0, 元/㎡(均价),商业类,富阳,建面 36-47㎡,94.0,94.0,36.0,47.0
679,广厦天都城滨沁&沁源公寓,,,,住宅,临平区,建面 90-115㎡,,,90.0,115.0
680,雍和府,,,,商业,上城,,,,,
681,新城香悦公馆,,,,别墅,萧山,,,,,
682,东新府,,,,商业,拱墅,,,,,
683,祥生云浦新语,,,,住宅,西湖,建面 131-142㎡,,,131.0,142.0
684,向江来时代中心,,,,商业,上城,,,,,
685,西溪曼哈顿,,,,商业类,余杭,建面 46-79㎡,,,46.0,79.0
686,华策中心,总价204(万/套),32000.0, 元/㎡(均价),商业类,西湖,建面 51-81㎡,204.0,204.0,51.0,81.0
687,龙湖天钜,,,,住宅,萧山,,,,,
688,万科劝学里,,,,住宅,余杭,,,,,
689,万佳居,,,,商业,余杭,,,,,
690,赞成杭家,,,,商业,临平区,,,,,
691,西溪十九府,总价462(万/套),21000.0, 元/㎡(均价),商业类,西湖,建面 220-355㎡,462.0,462.0,220.0,355.0
692,首开武林8栋,,,,商业,拱墅,,,,,
693,宝嘉誉府,,40000.0, 元/㎡(均价),商业,西湖,,,,,
694,天阳武林邸,总价308(万/套),80000.0, 元/㎡(均价),商业,拱墅,,308.0,308.0,,
695,远洋招商上塘宸章,,,,住宅,拱墅,,,,,
696,禹洲滨澜铭座,,,,住宅,西湖,建面 89-139㎡,,,89.0,139.0
697,旭辉珺悦府,,,,住宅,萧山,建面 89㎡,,,89.0,89.0
698,华瑞晴庐,,,,商业,萧山,,,,,
699,钱塘航空大厦,,35000.0, 元/㎡(均价),商业类,上城,建面 110-140㎡,,,110.0,140.0
700,景瑞阳光城法兰公园,,18960.0, 元/㎡(均价),住宅,临平区,建面 87-150㎡,,,87.0,150.0
701,首开杭州金茂府,,,,住宅,拱墅,建面 125-168㎡,,,125.0,168.0
702,钱江御府,,,,商业,上城,,,,,
703,中欧城,总价70(万/套),15000.0, 元/㎡(均价),商业类,桐庐,建面 47㎡,70.0,70.0,47.0,47.0
704,碧桂园越溪府,,15338.0, 元/㎡(均价),住宅,萧山,建面 121㎡,,,121.0,121.0
705,万科劝学里,,,,商业类,余杭,,,,,
706,西溪智慧健康谷,总价288(万/套),40000.0, 元/㎡(均价),商业,余杭,,288.0,288.0,,
707,越秀亲爱里,,,,商业,上城,,,,,
708,易辰江南大院,总价472(万/套),26587.0, 元/㎡(均价),别墅,临安,建面 138-180㎡,472.0,472.0,138.0,180.0
709,世茂钱塘天誉,,,,住宅,上城,建面 118-200㎡,,,118.0,200.0
710,云山九里,,,,别墅,桐庐,建面 91-220㎡,,,91.0,220.0
711,中南樾府,,,,住宅,余杭,建面 128㎡,,,128.0,128.0
712,绿城桃李春风,总价947(万/套),49861.0, 元/㎡(均价),别墅,临安,建面 145-190㎡,947.0,947.0,145.0,190.0
713,融信公馆arc,,,,住宅,拱墅,建面 135-247㎡,,,135.0,247.0
714,中欧城,总价30(万/套),25000.0, 元/㎡(均价),商业,桐庐,,30.0,30.0,,
715,绿地G合里金宸,,,,商业类,萧山,建面 60㎡,,,60.0,60.0
716,璞玉公馆,总价170(万/套),34000.0, 元/㎡(均价),商业类,上城,建面 48㎡,170.0,170.0,48.0,48.0
717,蓝色春江,总价250(万/套),18000.0, 元/㎡(均价),住宅,桐庐,建面 139-220㎡,250.0,250.0,139.0,220.0
718,中交财富中心,,,,商业类,拱墅,建面 58-145㎡,,,58.0,145.0
719,华瑞中心,总价340(万/套),24000.0, 元/㎡(均价),商业类,萧山,建面 140㎡,340.0,340.0,140.0,140.0
720,合景天銮,,,,住宅,拱墅,,,,,
721,西溪新城市,,,,商业类,西湖,建面 33-50㎡,,,33.0,50.0
722,O纪元,总价193(万/套),45000.0, 元/㎡(均价),商业类,萧山,建面 43-56㎡,193.0,193.0,43.0,56.0
723,阳光银泰城,,,,商业,拱墅,,,,,
724,东方铭楼,总价200(万/套),25000.0, 元/㎡(均价),商业,钱塘区,,200.0,200.0,,
725,临平芳满庭,,,,住宅,临平区,,,,,
726,融创玖樟台,,,,商业,上城,,,,,
727,德信杭州之翼,总价180(万/套),32000.0, 元/㎡(均价),商业类,上城,,180.0,180.0,,
728,西房拱宸外滩,,,,住宅,临平区,建面 89㎡,,,89.0,89.0
729,复地壹中心,总价300(万/套),50000.0, 元/㎡(均价),商业,拱墅,,300.0,300.0,,
730,京港国际,总价755(万/套),36000.0, 元/㎡(均价),商业类,萧山,建面 188-245㎡,755.0,755.0,188.0,245.0
731,力雅广场,总价75(万/套),17500.0, 元/㎡(均价),商业类,桐庐,建面 46㎡,75.0,75.0,46.0,46.0
732,柏悦公馆,,,,商业类,上城,建面 44㎡,,,44.0,44.0
733,朗诗乐府,,42000.0, 元/㎡(均价),住宅,拱墅,,,,,
734,北辰国颂府,,36700.0, 元/㎡(均价),住宅,萧山,,,,,
735,万科融信西雅图,,,,住宅,西湖,建面 89-139㎡,,,89.0,139.0
736,旭辉和昌都会山,,,,商业,萧山,,,,,
737,远洋雁归里,,,,别墅,萧山,,,,,
738,万科智谷,,,,商业类,拱墅,建面 35-66㎡,,,35.0,66.0
739,璞丽东方,,,,住宅,临平区,,,,,
740,绿都汀蘭府,,,,住宅,上城,建面 70-135㎡,,,70.0,135.0
741,融信保利创世纪,,,,住宅,萧山,建面 89-169㎡,,,89.0,169.0
742,星耀星澜之城,,48000.0, 元/㎡(均价),商业类,滨江,,,,,
743,西房余杭公馆,,,,住宅,余杭,建面 89-132㎡,,,89.0,132.0
744,富春硅谷,总价108(万/套),24000.0, 元/㎡(均价),商业类,富阳,建面 45㎡,108.0,108.0,45.0,45.0
745,欧美金融城,,,,写字楼,余杭,,,,,
